edges/dates,2017-12,2019-9,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4
Israel->Nigeria,0,0,0,0,0,4,0,0
Nigeria->USA,0,0,0,0,0,7,0,0
Netherlands->USA,0,0,0,0,0,7,0,0
Singapore->Belgium,0,0,0,0,0,5,0,0
Austria->Bangladesh,0,0,0,0,0,0,3,0
Thailand->UnitedArabEmirates,0,0,0,0,11,0,0,0
Australia->Malaysia,0,0,0,1,5,0,0,0
Thailand->Netherlands,0,0,0,0,7,0,0,0
Singapore->Georgia,0,0,3,0,0,0,0,0
Georgia->France,0,0,1,0,18,1,0,0
Georgia->USA,0,0,2,0,0,0,0,0
Spain->Senegal,0,0,0,8,0,0,0,0
Taiwan->Iceland,0,0,0,2,0,0,0,0
Taiwan->Argentina,0,0,0,3,0,0,1,0
Russia->SaudiArabia,0,0,0,4,0,0,0,0
Vietnam->Thailand,0,0,0,0,0,1,0,0
SouthAfrica->Taiwan,0,0,0,0,0,0,6,0
DemocraticRepublicoftheCongo->Hungary,0,0,0,0,19,3,0,0
Hungary->CzechRepublic,0,0,0,0,0,0,2,0
USA->SouthAfrica,0,0,11,0,0,0,0,0
Spain->Taiwan,0,0,7,0,0,0,0,0
Spain->Singapore,0,0,0,9,0,0,0,0
Vietnam->Colombia,0,0,0,33,0,0,0,0
Uganda->Chile,0,0,0,3,0,0,0,0
Uganda->Spain,0,0,0,6,0,0,0,0
Russia->Morocco,0,0,0,0,0,1,0,0
Morocco->Thailand,0,0,0,0,0,1,0,0
Morocco->Austria,0,0,0,0,0,1,0,0
Morocco->Brazil,0,0,0,0,0,23,0,0
Australia->Switzerland,0,0,0,7,0,0,4,0
Hungary->Jordan,0,0,0,0,0,12,0,0
Latvia->Norway,0,0,0,0,0,7,0,0
Finland->Switzerland,0,0,0,0,7,0,0,0
Oman->Canada,0,0,0,0,6,1,0,0
France->HongKong,0,0,2,0,0,0,0,0
SouthAfrica->Germany,0,0,0,18,0,0,0,0
CzechRepublic->Iceland,0,0,0,8,0,0,0,0
India->UnitedKingdom,0,0,0,14,0,0,0,0
Taiwan->Chile,0,0,0,0,0,9,9,0
Taiwan->Israel,0,0,0,0,0,3,0,0
Netherlands->UnitedKingdom,0,0,0,0,0,6,4,0
Turkey->Poland,0,0,0,0,3,0,0,0
Brazil->SaudiArabia,0,0,0,0,2,1,0,0
Georgia->Spain,0,0,0,0,0,2,0,0
Georgia->Switzerland,0,0,0,0,0,7,0,0
Iceland->Russia,0,0,0,3,0,1,0,0
Taiwan->Senegal,0,0,0,0,0,14,0,0
SaudiArabia->Canada,0,0,0,0,3,0,0,0
Chile->Georgia,0,0,0,0,7,5,0,0
Georgia->Iceland,0,0,0,0,7,0,0,0
Uganda->Jordan,0,0,0,2,33,0,0,0
Canada->Malaysia,0,0,6,0,0,0,0,0
Mexico->Iceland,0,0,0,0,0,0,12,0
BosniaandHerzegovina->Spain,0,0,0,2,0,10,0,0
Spain->Oman,0,0,0,3,0,0,0,0
Spain->Uganda,0,0,0,4,0,0,0,0
Chile->Latvia,0,0,0,10,0,0,0,0
Canada->Vietnam,0,0,0,0,0,5,0,0
Spain->Argentina,0,0,0,0,0,4,0,0
Morocco->Canada,0,0,0,0,0,6,2,0
France->NewZealand,0,0,0,0,0,0,3,0
Thailand->Germany,0,0,14,0,0,0,0,0
Iceland->DemocraticRepublicoftheCongo,0,0,0,8,0,0,5,0
SouthKorea->Singapore,0,0,13,0,0,0,0,0
Italy->USA,0,0,6,0,0,0,0,0
SouthAfrica->Sweden,0,0,0,1,0,0,0,0
Switzerland->Chile,0,0,0,12,0,0,0,0
Taiwan->Mexico,0,0,0,0,0,2,0,0
Mexico->Georgia,0,0,0,0,0,1,0,0
Mexico->Luxembourg,0,0,0,0,0,1,0,0
Mexico->Switzerland,0,0,0,0,0,3,0,0
Chile->Colombia,0,0,0,0,0,6,0,0
France->Morocco,0,0,0,0,1,0,0,0
Canada->Taiwan,0,0,8,0,0,0,0,0
Greece->Jordan,0,0,0,0,9,0,0,0
India->Iceland,0,0,0,6,0,0,0,0
Luxembourg->China,0,0,0,2,0,0,0,0
Poland->Russia,0,0,0,2,0,0,0,0
Poland->Netherlands,0,0,0,1,0,0,0,0
Netherlands->Sweden,0,0,0,1,0,0,0,0
SouthAfrica->Bangladesh,0,0,0,2,0,0,0,0
Belgium->France,0,0,0,0,0,1,8,0
Colombia->Morocco,0,0,0,0,0,1,0,0
Norway->China,0,0,9,0,0,0,0,0
Finland->Colombia,0,0,0,0,4,1,0,0
CzechRepublic->Australia,0,0,0,0,0,0,1,0
Argentina->Finland,0,0,0,0,0,2,0,0
CzechRepublic->Russia,0,0,0,4,0,0,0,0
Brazil->Switzerland,0,0,0,0,0,12,0,0
Romania->Switzerland,0,0,0,7,0,0,0,0
Greece->Luxembourg,0,0,0,0,0,2,0,0
Senegal->Chile,0,0,0,7,0,4,2,0
France->Spain,0,0,0,3,0,0,2,0
BosniaandHerzegovina->CzechRepublic,0,0,0,2,0,10,0,0
CzechRepublic->Argentina,0,0,0,1,0,0,1,0
Romania->UnitedKingdom,0,0,0,2,0,0,0,0
Finland->Argentina,0,0,0,0,0,10,0,0
India->Jordan,0,0,0,4,0,0,0,0
Greece->Belgium,0,0,0,0,0,6,0,0
BosniaandHerzegovina->UnitedArabEmirates,0,0,0,4,0,4,0,0
Morocco->Hungary,0,0,0,0,1,0,0,0
Luxembourg->Oman,0,0,0,0,0,3,0,0
DemocraticRepublicoftheCongo->Greece,0,0,0,0,5,0,0,0
Germany->SaudiArabia,0,0,4,2,0,0,0,0
Australia->Argentina,0,0,0,6,0,0,0,0
Mexico->Brazil,0,0,0,0,0,5,0,0
USA->Denmark,0,0,0,0,8,0,0,0
Finland->Israel,0,0,0,0,2,0,0,0
Finland->Brazil,0,0,0,0,1,0,0,0
Israel->Morocco,0,0,0,0,0,0,1,0
Argentina->Spain,0,0,0,0,0,1,0,0
Argentina->DemocraticRepublicoftheCongo,0,0,0,0,0,2,0,0
Australia->CzechRepublic,0,0,0,0,0,0,1,0
Austria->China,0,0,3,0,0,0,0,0
Taiwan->France,0,0,4,0,0,0,0,0
Italy->Thailand,0,0,0,0,0,2,0,0
BosniaandHerzegovina->Senegal,0,0,0,0,0,10,0,0
BosniaandHerzegovina->Japan,0,0,0,0,0,10,0,0
BosniaandHerzegovina->Hungary,0,0,0,0,0,10,0,0
HongKong->Denmark,0,0,0,13,0,0,0,0
Russia->Senegal,0,0,0,7,0,0,0,0
Argentina->CzechRepublic,0,0,0,4,0,0,0,0
Portugal->Sweden,0,0,0,0,0,6,0,0
Hungary->Luxembourg,0,0,0,0,0,6,0,0
Canada->SaudiArabia,0,0,0,0,1,0,0,0
Canada->Bangladesh,0,0,0,0,1,0,0,0
Bangladesh->Israel,0,0,0,0,0,0,7,0
UnitedKingdom->SaudiArabia,0,0,3,0,0,0,0,0
Austria->Morocco,0,0,0,0,0,7,0,0
Mexico->Portugal,0,0,0,0,0,7,0,0
Norway->Turkey,0,0,0,0,0,6,0,0
Senegal->Colombia,0,0,0,0,0,8,0,0
Brazil->Turkey,0,0,0,0,1,0,0,0
Brazil->Bangladesh,0,0,0,0,1,0,0,0
Colombia->Israel,0,0,0,0,0,5,0,0
UnitedKingdom->China,0,0,3,2,0,0,0,0
Nigeria->Austria,0,0,0,0,0,1,0,0
Nigeria->Luxembourg,0,0,0,0,0,1,0,0
Singapore->HongKong,0,0,1,0,0,0,0,0
Oman->Portugal,0,0,0,0,0,0,3,0
Austria->Nigeria,0,0,0,0,0,2,0,0
Georgia->SouthKorea,3,3,2,0,0,0,0,0
India->Poland,0,0,6,0,0,0,0,0
UnitedArabEmirates->UnitedKingdom,0,0,0,0,0,2,2,0
Canada->Poland,0,0,0,0,0,4,0,0
Spain->Russia,0,0,0,3,0,0,0,0
Jordan->India,0,0,0,1,8,0,0,0
CzechRepublic->Netherlands,0,0,0,1,0,0,1,0
Portugal->France,0,0,0,0,6,0,0,0
Austria->CzechRepublic,0,0,0,0,0,0,2,0
Canada->Hungary,0,0,0,0,0,7,0,0
Austria->Japan,0,0,0,0,0,2,0,0
Chile->Taiwan,0,0,0,0,0,3,0,0
Romania->Poland,0,0,0,0,0,2,0,0
Luxembourg->Latvia,0,0,0,0,0,2,0,0
Iceland->Colombia,0,0,0,0,3,0,0,0
Vietnam->Germany,0,0,0,3,0,0,0,0
Thailand->Georgia,5,0,0,0,0,0,0,0
Belgium->Portugal,0,0,0,0,0,3,0,0
Taiwan->Netherlands,0,0,0,0,0,0,1,0
Bangladesh->Senegal,0,0,0,0,0,0,12,0
Argentina->Vietnam,0,0,0,10,0,0,0,0
Argentina->Austria,0,0,0,1,0,0,2,0
Taiwan->BosniaandHerzegovina,0,0,0,6,0,0,0,0
UnitedKingdom->Turkey,0,0,2,2,0,0,0,0
Austria->Colombia,0,0,0,0,0,4,0,0
Iceland->China,0,0,0,2,0,0,0,0
Senegal->Spain,0,0,0,3,0,0,0,0
Greece->HongKong,0,0,0,0,0,2,0,0
Japan->Hungary,0,0,0,0,0,3,0,0
SouthKorea->Australia,0,5,2,0,0,0,0,0
Iceland->Taiwan,0,0,0,1,0,0,0,0
Spain->Thailand,0,0,0,1,0,0,0,0
Switzerland->Finland,0,0,0,0,8,0,0,0
Belgium->Latvia,0,0,0,0,0,3,0,0
Singapore->Luxembourg,0,0,0,0,0,2,0,0
Kazakhstan->Australia,0,0,0,3,0,0,0,0
Austria->Argentina,0,0,0,1,0,0,0,0
Australia->Brazil,0,0,0,0,0,1,0,0
Brazil->Latvia,0,0,0,0,0,1,0,0
Brazil->India,0,0,0,0,2,0,0,0
Poland->Brazil,0,0,0,0,0,2,0,0
Turkey->Singapore,0,0,1,0,0,0,0,0
Uganda->UnitedArabEmirates,0,0,0,0,0,2,0,0
Uganda->UnitedKingdom,0,0,0,0,0,0,3,0
Italy->Israel,0,0,0,0,0,1,0,0
USA->Bangladesh,0,0,0,0,5,0,0,0
Hungary->India,0,0,0,0,3,0,0,0
Luxembourg->Senegal,0,0,0,0,0,1,0,0
Oman->Mexico,0,0,0,7,0,0,2,0
Uganda->SouthAfrica,0,0,0,3,0,0,0,0
Mexico->France,0,0,0,0,0,2,0,0
SouthKorea->Georgia,1,0,0,0,0,0,0,0
Taiwan->Latvia,0,0,0,0,0,1,0,0
Chile->Russia,0,0,0,1,0,0,0,0
Germany->Singapore,0,0,3,0,0,0,0,0
Norway->Australia,0,0,0,0,1,0,0,0
Oman->BosniaandHerzegovina,0,0,0,0,0,1,0,0
SaudiArabia->Germany,0,0,3,0,0,0,0,0
Oman->Luxembourg,0,0,0,0,0,2,0,0
Argentina->BosniaandHerzegovina,0,0,0,1,0,0,0,0
Argentina->Taiwan,0,0,0,1,0,0,0,0
Hungary->Italy,0,0,0,0,0,0,2,0
Germany->SouthAfrica,0,0,0,2,0,0,0,0
Oman->Norway,0,0,0,0,1,1,0,0
Uganda->Iceland,0,0,0,1,0,0,0,0
Colombia->Denmark,0,0,0,0,0,2,0,0
Colombia->Norway,0,0,0,0,0,2,0,0
UnitedArabEmirates->Poland,0,0,0,0,0,1,0,0
Netherlands->Hungary,0,0,0,0,0,0,2,0
Chile->Luxembourg,0,0,0,0,0,2,0,0
Colombia->Iceland,0,0,0,0,2,0,0,0
China->Italy,0,0,2,0,0,0,0,0
Japan->Latvia,0,0,0,0,0,1,0,0
Belgium->Greece,0,0,0,0,0,1,0,0
Singapore->Colombia,0,0,0,0,0,2,0,0
India->Luxembourg,0,0,0,1,0,0,0,0
Georgia->Mexico,0,0,0,0,0,0,1,0
Belgium->BosniaandHerzegovina,0,0,0,0,0,1,0,0
SouthKorea->UnitedKingdom,0,0,0,0,1,0,0,0
Senegal->Italy,0,0,0,1,0,0,0,0
